Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Clark Memorial Health,60a6a42774410f5af7470ae0,Eastern Time (US & Canada),Clark Memorial Hospital ED Outreach,618e9824d27cbe2da651db20,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,1
Advocate Aurora Health,5b856d97d27cbeda1d99f29c,Central Time (US & Canada),AAH WI IP Care Transitions,61c32eb9ff167271769ae35b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,198,193
HCA Healthcare,560188d45241493461290200,Central Time (US & Canada),St. David's Medical Center: Same Day Surgery,61df1e0b74410f54def172e3,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,42,41
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Pre-Op,61f95a0374410fa582a902fc,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,7,3
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Post-Op,621ce91aa8cd747bc69e4ed3,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,13,10
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge - Generic Longitudinal ,6234a04fff1672a99e397310,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,37,33
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Appointment Reminder,62509bdbd27cbe022411a81e,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1657,1206
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Telehealth Appointment Reminder,6250a0a2c3a90a5125d0f432,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,205,163
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex CHF,52af8eca677aff565700002c,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,6,6
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex COPD,565c6b205241495cd1060000,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,13,13
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Obstetrics,524d8baf677aff4bd4000001,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Inpatient,517592101b85b06407000010,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,40,40
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),CHF Post Discharge,580cbe89677aff0dda134a30,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,32,18
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - English,5d35f068ff167297eeed8732,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,41,39
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova Urgent Care Post-Visit Outreach,5c700e14d27cbe2617707ce4,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,247,243
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Total Joint Discharge,591f0130d27cbe86e8f9b100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,43,43
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),MID-AMB,598361b6d27cbe5d10b9b0b9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,8,8
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Open Heart,5c7841fed27cbe1a88cce10b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington Hospital - Post Discharge,5dcdc37bd27cbe6136ca51dd,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,27,27
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Cantonese,5d38850bd27cbeeff94e2e3b,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,45,44
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Mandarin,5d43187bd27cbe7ffa05a829,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,80,76
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program,5e6f1b18ff16724a6208f554,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,438,413
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Saint Francis ED Follow Up,5923219dd27cbec4c44bcdda,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,386,375
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Negative Results,5f2ae549d27cbe7f20f5a444,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,21,17
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,3,3
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-5D,5efc9059ff1672fe6965e8c4,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,764,627
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-No LT-5D,5f4d4435ff1672a894659a21,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,7,7
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Video Visit-Appointment Reminders-2D,5efe3c3dff1672fe696735a0,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,18,17
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,9,8
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Positive Results,5f2aefeeff167284b4f1e7db,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Positive Results,5fc52840ff1672b49787d53d,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Pre-Op,60400f1574410f037796125d,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,5,0
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Pre-Op,6034248774410ff23472bd3f,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,0
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Post-Op,603e5044ff1672e803bd05bf,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,49,0
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),COVID-19 Pre Appt Screening v2,5fff69b874410f8790b44b59,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,25,25
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Post-Op,604f62c2ff16722552c4ce89,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,47,0
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-ED,60d1f18ed27cbe0b53f7f77b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,864,848
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Pre-Op,61f95a0374410fa582a902fc,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,3,0
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-ED,60dc436b74410f2ace2172a6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,261,258
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Post-Op,621ce91aa8cd747bc69e4ed3,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,0
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),In Person Appointment Reminder,6227855cd27cbe7aa5f94bda,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,857,803
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Video Visit Appointment Reminder,62278c18ff16724fcd5622ab,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,36,36
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Appointment Prep (5D),6227a0a5ff167250e852e906,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,19,19
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Phone Appointment Reminder,622792feff16724fcd56372d,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,4,4
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Telehealth Appointment Reminder,6250a0a2c3a90a5125d0f432,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,45,44
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,26,26
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Appointment Reminder,62509bdbd27cbe022411a81e,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,460,433
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Negative Result,62978967a8cd74369e3478f9,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,178,174
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Positive Result,6297899fdacaff5d1517f996,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,49,47
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Oncology,549053665241492625fd0000,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,4,4
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Obstetrics,51e45ad2acc0db537e0005a2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,11,11
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Post Discharge,5176c94f26a97afcc800003b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,83,83
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Pediatrics,51e449d1acc0db1f240000e9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,36,36
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,46,46
UCLA Medical Center,547d04ab5241493106670200,Pacific Time (US & Canada),UCLA Inpatient,547de81452414910920b0000,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),NICU Post Discharge,58050c81acc0db5aa62514d6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),St. Francis Vinita Inpatient,5db746e5d27cbeabfad01fdb,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,10,10
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (5 Days),5c61d721d27cbe59eab98337,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1146,1074
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Core Appointment Reminder,5a0f53cb74410f87de79e893,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,2471,2394
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai Inpatient Program,5af33d36ff16723c4cafb73e,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,94,94
Marshall Health,5b182aacd27cbe7487a74365,Eastern Time (US & Canada),Marshall Health Appointment Reminder Program,5b1fb4c8d27cbeb4e6cd0288,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1181,1179
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (1 Day),5c61d65fd27cbe685ccf11ff,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,8,7
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),Kadlec ED PD Outreach,5d0a861dff16723f8aa4e68b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,121,118
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai SDS Program,5e0dfd27ff1672421efdf5c8,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,26,25
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program (ED/Periop),5eb5b8abd27cbe3de63e2102,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,24,23
Seattle Childrens Hospital,5978d9d4d27cbea259272282,Pacific Time (US & Canada),Seattle Children's Pediatric Inpatient,5a29d04dff167228829ac3f5,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,47,47
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai OB PD Outreach Program,5c40e17274410f160b652d32,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,17,17
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Mother Baby Post Discharge 2,58fee971d27cbe95e4dd0376,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,34,34
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,50,47
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Marina Del Rey Inpatient Program,5d026446ff1672016a6ac3ae,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,11,11
Marshall Health,5b182aacd27cbe7487a74365,Eastern Time (US & Canada),Marshall Health - Ortho Appointment Reminder Program,5e13b02cff1672587adb44b2,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,52,52
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V2-no Live Transfer,5fc6845dd27cbed020275db4,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,229,219
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V2-No Live Transfer,5fc7bd19d27cbed30a25cea2,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,47,42
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-Confirm Only No Arrival,5f8ee117d27cbe5f17178d56,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,24,22
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-New Patient,5f87499bff16729264c52dae,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V3-NoLiveTransfer,5fc7b6cfff1672b8bb84dd88,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,50,45
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Holy Cross,5faea646d27cbe75428104c6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,21,21
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Telehealth Appointment Reminder (4 Day),5fdbdd44d27cbe5ba821cb93,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,68,66
